post,sentiment,url,published_date,published_time,price_eth,confidence,sentiment_label,sentiment_score
Bitcoin and Ethereum Waver as Investors Take Profits on Recent Rally,Positive,https://cryptopanic.com/news/21829143/Bitcoin-and-Ethereum-Waver-as-Investors-Take-Profits-on-Recent-Rally?mtm_campaign=API-OFA,5/15/2025,14:40:42,2603.5,0.932124734,Neutral,0.458264679
Coinbase Canada CEO Urges Mark Carney Government to Move Fast on National Crypto Strategy,Neutral,https://cryptopanic.com/news/21830286/Coinbase-Canada-CEO-Urges-Mark-Carney-Government-to-Move-Fast-on-National-Crypto-Strategy?mtm_campaign=API-OFA,5/15/2025,14:27:20,2603.5,0.977225482,Bullish,0.675812542
Ethereum Foundation Launches ‘Trillion Dollar Security’ Initiative to Strengthen Blockchain Defenses,Positive,https://cryptopanic.com/news/21830737/Ethereum-Foundation-Launches-Trillion-Dollar-Security-Initiative-to-Strengthen-Blockchain-Defenses?mtm_campaign=API-OFA,5/15/2025,14:24:31,2603.5,0.999947786,Neutral,0.781382918
"Crypto Price Analysis 5-15: BITCOIN: BTC, ETHEREUM: ETH, SOLANA: SOL, FILECOIN: FIL, RIPPLE: XRP, CHAINLINK: LINK, INTERNET COMPUTER: ICP",Neutral,https://cryptopanic.com/news/21829215/Crypto-Price-Analysis-5-15-BITCOIN-BTC-ETHEREUM-ETH-SOLANA-SOL-FILECOIN-FIL-RIPPLE-XRP-CHAINLINK-LINK-INTERNET-COMPUTER-ICP?mtm_campaign=API-OFA,5/15/2025,14:21:09,2603.5,0.999999523,Neutral,0.725447893
Ethereum security push targets trillions in on-chain value with new 1TS plan,Neutral,https://cryptopanic.com/news/21829112/Ethereum-security-push-targets-trillions-in-on-chain-value-with-new-1TS-plan?mtm_campaign=API-OFA,5/15/2025,14:20:19,2603.5,0.896645963,Neutral,0.980362296
Ethereum Signals Strong Bullish Momentum as Exchange Supply Shrinks,Positive,https://cryptopanic.com/news/21828963/Ethereum-Signals-Strong-Bullish-Momentum-as-Exchange-Supply-Shrinks?mtm_campaign=API-OFA,5/15/2025,14:17:51,2603.5,1,Neutral,0.475876123
Why DeFi giant dYdX ditched Ethereum and doesn’t regret a thing,Neutral,https://cryptopanic.com/news/21829068/Why-DeFi-giant-dYdX-ditched-Ethereum-and-doesnt-regret-a-thing?mtm_campaign=API-OFA,5/15/2025,14:15:12,2603.5,0.99930656,Neutral,0.849309862
Coldware vs. The Rest: Why COLD Deserves a Spot in Your Portfolio,Neutral,https://cryptopanic.com/news/21849214/Coldware-vs-The-Rest-Why-COLD-Deserves-a-Spot-in-Your-Portfolio?mtm_campaign=API-OFA,5/16/2025,7:26:11,2603.5,0.997743487,Bullish,0.523537338
Ethereum Stablecoin Volume Hits Record $908B in April,Positive,https://cryptopanic.com/news/21848055/Ethereum-Stablecoin-Volume-Hits-Record-908B-in-April?mtm_campaign=API-OFA,5/16/2025,7:00:48,2603.5,0.999814093,Bullish,0.585207701
Over $3.33 Billion Bitcoin and Ethereum Options Expire Today After US CPI and PPI,Neutral,https://cryptopanic.com/news/21848051/Over-333-Billion-Bitcoin-and-Ethereum-Options-Expire-Today-After-US-CPI-and-PPI?mtm_campaign=API-OFA,5/16/2025,6:38:22,2603.5,0.999997497,Neutral,0.550816834
"Ethereum (ETH) Surpasses 2,600 USDT with a 1.13% Increase in 24 Hours",Positive,https://cryptopanic.com/news/21849202/Ethereum-ETH-Surpasses-2600-USDT-with-a-113-Increase-in-24-Hours?mtm_campaign=API-OFA,5/16/2025,6:34:39,2603.5,0.830920577,Neutral,0.53294903
Why Solana is often referred to as an “Ethereum killer”,Neutral,https://cryptopanic.com/news/21847663/Why-Solana-is-often-referred-to-as-an-Ethereum-killer?mtm_campaign=API-OFA,5/16/2025,6:32:43,2603.5,0.999959111,Neutral,0.686565936
Ethereum Breaks Above Key Realized Price Zones—What It Means for ETH,Neutral,https://cryptopanic.com/news/21847639/Ethereum-Breaks-Above-Key-Realized-Price-ZonesWhat-It-Means-for-ETH?mtm_campaign=API-OFA,5/16/2025,6:30:12,2603.5,0.999995232,Neutral,0.576192081
Starknet Advances to Stage 1 Decentralization in Ethereum Scaling,Positive,https://cryptopanic.com/news/21847696/Starknet-Advances-to-Stage-1-Decentralization-in-Ethereum-Scaling?mtm_campaign=API-OFA,5/16/2025,6:23:43,2603.5,0.978383601,Bullish,0.594620824
Solana's Revenue Surpasses Major Blockchain Networks,Positive,https://cryptopanic.com/news/21847692/Solanas-Revenue-Surpasses-Major-Blockchain-Networks?mtm_campaign=API-OFA,5/16/2025,6:16:32,2603.5,0.999999523,Neutral,0.624706209
OTC Weekly Trading Insights (05/15/2025),Neutral,https://cryptopanic.com/news/21847689/OTC-Weekly-Trading-Insights-05152025?mtm_campaign=API-OFA,5/16/2025,6:09:15,2603.5,0.999995947,Neutral,0.975483596
"Starknet hits ‘Stage 1’ decentralization, tops ZK-rollups for value locked",Neutral,https://cryptopanic.com/news/21846419/Starknet-hits-Stage-1-decentralization-tops-ZK-rollups-for-value-locked?mtm_campaign=API-OFA,5/16/2025,5:53:27,2603.5,0.99997437,Neutral,0.889549077
Blockchain-focused BTCS Inc. to raise $57.8M for Ethereum buys – Impact on ETH?,Neutral,https://cryptopanic.com/news/21845392/Blockchain-focused-BTCS-Inc-to-raise-578M-for-Ethereum-buys-Impact-on-ETH?mtm_campaign=API-OFA,5/16/2025,5:00:11,2603.5,0.997303128,Neutral,0.80129081
XRP Slides 4% as Bitcoin Traders Cautious of $105K Price Resistance,Neutral,https://cryptopanic.com/news/21846297/XRP-Slides-4-as-Bitcoin-Traders-Cautious-of-105K-Price-Resistance?mtm_campaign=API-OFA,5/16/2025,4:47:25,2603.5,0.559177101,Bullish,0.544367313
"Bitcoin Rises While Ethereum, Dogecoin Slip — 'Market Isn't Going To Peak In The Next 6 Months,' Says Popular Analyst",Neutral,https://cryptopanic.com/news/21845310/Bitcoin-Rises-While-Ethereum-Dogecoin-Slip-Market-Isnt-Going-To-Peak-In-The-Next-6-Months-Says-Popular-Analyst?mtm_campaign=API-OFA,5/16/2025,4:13:47,2603.5,0.939249992,Neutral,0.605334699
"Top 3 Price Prediction Bitcoin, Ethereum, Ripple: BTC on the verge of breakout, ETH and XRP hold key support levels",Neutral,https://cryptopanic.com/news/21846378/Top-3-Price-Prediction-Bitcoin-Ethereum-Ripple-BTC-on-the-verge-of-breakout-ETH-and-XRP-hold-key-support-levels?mtm_campaign=API-OFA,5/16/2025,4:12:55,2603.5,0.923518062,Neutral,0.855165124
"BNB Chain DEX Volume Hits 3-Month High: Beats Ethereum, Lags Solana",Positive,https://cryptopanic.com/news/21844646/BNB-Chain-DEX-Volume-Hits-3-Month-High-Beats-Ethereum-Lags-Solana?mtm_campaign=API-OFA,5/16/2025,4:03:20,2603.5,0.978392601,Bullish,0.621822238
"TRON surpasses Ethereum in USDT issuance, now hosts over 50% of Tether’s supply",Neutral,https://cryptopanic.com/news/21844377/TRON-surpasses-Ethereum-in-USDT-issuance-now-hosts-over-50-of-Tethers-supply?mtm_campaign=API-OFA,5/16/2025,3:20:41,2603.5,0.999996901,Bullish,0.522346199
Ethereum Price Holding Strong — Signs Point to a New Upside Breakout,Positive,https://cryptopanic.com/news/21844002/Ethereum-Price-Holding-Strong-Signs-Point-to-a-New-Upside-Breakout?mtm_campaign=API-OFA,5/16/2025,3:08:03,2603.5,1,Neutral,0.608785152
"Ethereum Price Forecast Today: ETH Eyes $2,700 as BTCS Inc Announces $57.8M Funding",Neutral,https://cryptopanic.com/news/21842665/Ethereum-Price-Forecast-Today-ETH-Eyes-2700-as-BTCS-Inc-Announces-578M-Funding?mtm_campaign=API-OFA,5/16/2025,1:39:25,2603.5,0.999993324,Neutral,0.651488721
"Ethereum (ETH) Riding Ultra-Bullish Wave, Will XRP Lose $2? Possible, Shiba Inu (SHIB): Full Market Reset",Negative,https://cryptopanic.com/news/21841503/Ethereum-ETH-Riding-Ultra-Bullish-Wave-Will-XRP-Lose-2-Possible-Shiba-Inu-SHIB-Full-Market-Reset?mtm_campaign=API-OFA,5/16/2025,0:01:00,2603.5,0.913767755,Bullish,0.554315686
